,Sentence,Sentiment
1683,oper loss total eur mn compar to a profit of eur mn in the first half of,neutral
1684,the event can also be view as a live audio webcast at,neutral
1685,oper profit exclud non-recur item was eur million compar to eur million,negative
1686,the maximum grade of the veneer yield is calcul base on the dimens and grade of the veneer product as well as by iter the place of the peel axe and simul the peel process,neutral
1687,the oper margin came down to from,neutral
1688,in ukrain too we act as a partner for major bakeri client in both product and product develop,neutral
1689,as a result of the merger the largest profession electron and telecommun technolog contract manufactur center in finland will be form in sievi,neutral
1690,the transact is in line with aspo s strategi to expand in the baltic sea region and in the eastern market,positive
1691,merg the two free sheet will clarifi the market situat,neutral
1692,arena partner oy is a develop compani for electron busi,neutral
1693,cramo slip to a pretax loss of eur million from a pretax profit of eur million,negative
1694,the studi are expect to start in,neutral
1695,net profit in the same period in was million euro,neutral
1696,finnish communic electron compon supplier scanfil oyj tuesday said sale in the first half of will be lower than dure the same period a year ago,negative
1697,the number of magazin and newspap reader remain unchang,neutral
1698,the compani had net sale of eur mn and a pre-tax profit of eur mn in,neutral
1699,the workforc will be reduc also in the amsterdam offic in the netherland,neutral
1700,yvonn jone is owner of chameleon interior,neutral
1701,a download instruct sheet instruct video and project idea for the award-win everywher punch tm window system can be found at,neutral
1702,in talentum will disclos three interim report - q januari - march on friday april - q april - june on friday juli - q juli - septemb on friday octob,neutral
1703,the parti have also agre on option that allow uh to extens implement later on also function of human resourc manag,positive
1704,london afx - intertek group plc a test and inspect compani said it commerci and electr divis has bought finland-bas compani natlab oy from etteplan oyj for mln eur in cash,neutral
1705,finnair believ the strike will caus it daili net loss in excess of eur mn due to cancel reserv and passeng re-rout,neutral
1706,nordea see a return to posit growth for the baltic countri in,positive
1707,the negoti will concern the plant s depart produc wind rove that employ peopl,neutral
1708,poyri plc addit inform by martin kuzaj presid industri busi group finland tel sanna paivaniemi director investor relat poyri plc finland tel poyri is a global consult and engin compani dedic to balanc sustain,neutral
1709,binkster not that it just er lol but look at the correl of aria and foreign price chart they are all pois to breakout,positive
1710,rapala vmc corpor stock exchang releas octob at am kaupth bank oyj kapth has inform rapala vmc corpor rapala that it has interrupt the liquid provid for rapala s share for the time be,neutral
1711,as part of it new strategi finnish biohit is plan to incorpor it diagnost busi into a separ limit compani,neutral
1712,virala oy ab was alloc by the board of director an amount of eur million which is eur million lower than maximum announc on,neutral
1713,juha jordan chief engin at glaston said one of the reason for choos vacon as a global ac drive supplier is that it has servic and support centr in the same countri where glaston oper,positive
1714,anoth firm air liquid was exempt becaus it left the market in,neutral
1715,finnair s total traffic decreas by in term of revenu passeng kilometr,negative
1716,the reorganis will be carri out by transfer hkscan corpor s production-rel properti plant and equip in finland as well as it hold in subsidiari and associ to hkscan finland oy a hold compani wholli own by hkscan corpor,neutral
1717,cash flow from oper in january-decemb was a negat eur mn compar to eur mn in the correspond period in,negative
1718,helsinki afx - cargotec said it has bought a pct stake in indit construct machineri ltd a bangalore-bas compani that make fork lift truck and mobil crane for an undisclos sum,neutral
1719,finnish silicon wafer technolog compani okmet oyj omx helsinki okmv report on thursday octob an oper profit of eur m for january-septemb up from eur m in the correspond period in,positive
1720,dcth near hod,positive
1721,cs cabot s main consum on the czech and slovak market are tire produc barum continent and matador continent,neutral
1722,alert new macd signal creat on ctxs - buy at - time - strength power by,positive
1723,cameco typic price sale contract use a ratio of fix price and spot price,neutral
1724,the total servic concept also includ technolog servic with which raut support it custom throughout the entir life cycl of their invest,neutral
1725,russia want to utilis it huge forest reserv in a veri differ way from what has been done so far,neutral
1726,base on the calendar year the combin compani had eur bn in pro forma annual revenu and is expect to start oper with employe,neutral
1727,dilut earn per share ep fell to eur from eur,negative
1728,incap furnitur is present negoti staff cut,neutral
1729,aapl broke descend channelwil it hold,neutral
1730,the acquisit is expect to improv access to chrome ore resourc in turkey,positive
1731,when this invest is in place atria plan to expand into the moscow market,neutral
1732,the respond prais finnair s reliabl finnish and understand of it target group,positive
1733,satama earn data manag solut compet with busi intellig special recentlyvia the acquisit of fimentor oy,positive
1734,we aim to ensur that vacon is in good shape when capit expenditur start to pick up again comment vacon plc presid and ceo vesa laisi,positive
1735,the object is that trade in the share will commenc on may,neutral
1736,tsla x recal not a big deal the problem is now they will have an excus to guid way way lower,neutral
1737,aspocomp said it will spin off it chines and indian unit and some equip from it salo plant in finland into a newly-form unit most of which it will then sell on to hong kong-list meadvill,neutral
1738,for the first nine month of talvivaara s net loss narrow to eur million from eur million for the same period of,positive
1739,whi not subscrib to the magazin,neutral
1740,jani arbidan ceo of yit celtnieciba said the compani was focus on hous and real estat develop market,neutral
1741,it was decid that the auditor are reimburs accord to invoic,neutral
1742,kalmar espana generat net sale of some mln euro mln in,neutral
1743,alexandria va oct -- aaron moss of hampshir great britain has develop an ornament design for a handset the us patent trademark offic announc,neutral
1744,louiebeen vwap is held the trend line should be on a lot of radar navb,positive
1745,arm hold plc partner with intern busi machin corp to drive,positive
1746,under finnish law parliament grant licenc to build nuclear power plant,neutral
1747,oper profit exclud non-recur item total eur mn compar to eur mn in the correspond period in,negative
1748,enp newswir - march releas date - - a total of talvivaara mine compani plc s new share were subscrib for dure the period between januari and februari under the compani s stock option right a,neutral
1749,cdti bounc here on support or hs setup this area is veri import for bull to not lose,positive
1750,ssh establish new global sale and market group to be led by georg adam adam establish global sale and market group to drive worldwid program support ssh tectia enterpris secur solut,neutral
1751,the busi to be divest offer dairi edibl fat ready-m and ice-cream packag to multin and local custom,neutral
1752,the scope of the project is to find the most cost-effici method for phosphor remov and to deliv the store and dose equip which can be use in continu oper at the plant,neutral
1753,microsoft last week also issu the first patch for the window oper system beta it had releas day earlier,neutral
1754,block lamp harri koskinen s light was introduc in and has been a bestsel ever sinc,positive
1755,the origin patent was file in finland under applic no,neutral
1756,compar with the ftse index which fell point or on the day this was a relat price chang of,neutral
1757,ruukki s deliveri includ steel structur includ instal for krakeroy bascul bridg and steel pile for the bridg foundat,neutral
1758,forestri were also higher driven by yesterday s bullish analyst comment on stora enso in dagen industri dealer said,positive
1759,januari - finnish media compani alma media corpor hel alnv said today it onlin recruit servic monster oy will partner with local newspap publish suomen lehtiyhtyma in list job advertis,neutral
1760,tesla motor recal model x suv tsla,negative
1761,the interim report for the first quarter is publish on may,neutral
1762,agricultur newspap maaseudun tulevaisuus had reader repres a decreas of,negative
1763,finnish scanfil a system supplier and contract manufactur to the communic sector and the electron industri report it net sale total eur mn in the first half of down from eur mn in the first half of,neutral
1764,the group s net sale in were eur m,neutral
1765,the unit s client are main in the field of specialist conveni good as well as in the textil shoe and furnitur busi,neutral
1766,mr mcdonald start the even with his own set featur hit from his solo career and his doobi brother year and a select of rb cover song that met with mix result,neutral
1767,sarantel base in wellingborough uk design high-perform antenna for portabl wireless devic,neutral
1768,philippin san miguel say to partner with kirin if it bid for sabmil,positive
1769,a high court in finland has fine seven local asphalt compani more than lion million for oper a cartel,negative
1770,net profit fell by almost half to é million from é million at the end of,neutral
1771,agn and pypl under pressur along with the market howev there were bullish option trade in both this morn,neutral
1772,upm stock fell percent to euro in earli afternoon trade in helsinki,neutral
1773,helsinki afx - cramo said it has agre to sell cramo nederland bv cnl it dutch machineri and equip rental unit to jaston groep for an undisclos sum,neutral
1774,the stock rose for a second day on wednesday bring it two-day rise to gbx or,positive
1775,the share capit of alma media corpor busi id - is eur and it is divid into share,neutral
1776,the port facil throughput is teus and mln ton of general cargo,neutral
1777,invest are not disclos,neutral
1778,oper profit exclud non-recur item increas by to eur mn from eur mn in the correspond period in,positive
1779,at the end of march the compani s loan amount to eur mn,neutral
1780,the valu of the order is about eur mn,neutral
1781,the market make in accord with the agreement will begin on septemb,neutral
1782,fb pop up to hod,positive
1783,i am veri pleas and proud of our perform last year chief execut juha rantanen said in a statement,positive
1784,the order includ a steel frame load-bear roof structur and partit wall element and rautaruukki said it expect to complet instal as earli as may next year,neutral
1785,the share subscrib for under the stock option were regist in the trade regist on januari as of which date the new share will establish sharehold right,neutral
1786,the ident of the buyer is not yet known,neutral
1787,finnish bank of àland s consolid net oper profit increas from eur mn in the first quarter of to eur mn in the first quarter of,positive
1788,rt robbielolz nflx a close abov here is look good for the bull will hold my posit to see where we close at keep buy here,positive
1789,under the contract cramo sverig and it subcontractor brinkab ab will provid all scaffold instal at lkab s new pellet plant in kiruna in northern sweden,positive
1790,the copi republ or redistribut of afx news content inculd by frame or similar mean is expressli prohibit without the prior written consent of afx news,neutral
1791,it make a wide rang of mobil devic with servic and softwar that enabl peopl to experi music navig video televis imag game and busi mobil,neutral
1792,easyjet expect resili demand to withstand secur fear,positive
1793,rt jan arna dont think buyout rumor strong enough too be drive this up just yetwhen it is this may fli like aapl fli how high,neutral
1794,slv - at now aw down from,negative
1795,the secondari antenna can also be use for recept of the high power signal of the radar to calibr the transmiss channel of the radar,neutral
1796,the broker start upm-kymmen stora enso and sappi with equal-weight recommend and holmen and norsk skog with underweight rate,neutral
1797,oper profit margin was compar to a year earlier,neutral
1798,the market are almost complet control by three bank nordea op bank group and sampo,neutral
1799,net profit fell by almost half to é million from é million at the end of,negative
1800,eq bank forecast olvi s net sale at eur mn in the second quarter of and oper profit at eur mn,neutral
1801,hñkan dahlstrâm head of mobil servic at teliasonera has forecast that mobil data volum on the teliasonera network in sweden will rise eight-fold to tb by,positive
1802,belarus oao lidsko pivo breweri base in the grodno region report a decreas in output to million decalit in january-march a repres in the administr of the compani told,neutral
1803,the bridg will be built to the south of the exist bridg span the strait,neutral
1804,the deal will have no signific effect on the acquir compani s equiti ratio,neutral
1805,risk exposur by non-lif insur move -month expens by function in non-lif insur exclud expens for invest manag and expens for other servic render non-lif insur invest portfolio by alloc,neutral
1806,the compani is also featur in the ethibel pioneer invest regist and includ in innovest s global list of the world s most sustain corpor,positive
1807,the valu of the multi-year agreement is over eur mn a year,neutral
1808,glencor cut budget plan to divest from lonmin,negative
1809,cash flow from busi oper total eur mn compar to a negat eur mn in the first half of,positive
1810,compar with the ftse index which rose point or on the day this was a relat price chang of,positive
1811,at the moment valio is not worri but if the ban continu for long it may becom quit a problem,negative
1812,zurich insur consid offer for uk rival rsa insur,positive
1813,after buy eukor car carrier percent stake grimaldi group is now the sole owner of the swedish roll-on roll-off port of wallhamn,neutral
1814,destia oy is a finnish infrastructur and construct servic compani build maintain and design traffic rout industri and traffic environ but also complet live environ,neutral
1815,alexandria va march -- pertti salmi and hanna vuolteenaho both of oulu finland and sami viitasaari of ii finland have develop an ornament design for a handset the us patent trademark offic announc,neutral
1816,it will also strengthen ruukki s offshor busi,positive
1817,the handset maker did not disclos ani financi detail,neutral
1818,the plant is expect to start product in the first half of,neutral
1819,the restructur creat a more effici organ with increas oper focus and stabl profit and lead to more effici product said bo annvik head of specialti stainless,positive
1820,the electr requir of network will grow with the new mobil generat,neutral
1821,order intak on the other hand is expect to be stronger than in,positive
1822,net profit in the three month through march fell to xac million us million from xac million a year earlier the finnish compani said,negative
1823,chs expo freight is a major finnish fair exhibit and cultur logist compani that provid logist servic to various event by land air and sea,neutral
1824,no chang regard the virala oy ab s ownership of share of tiimari has taken place,neutral
1825,proha plc euronext announc today may that it fully-own subsidiari safran softwar solut as has agre to sell it share of safran north america llc to a sna hold as an invest group base in norway,neutral
1826,oper profit total eur mn up from eur mn in repres of net sale,positive
1827,finnish power suppli solut and system provid efor oyj said it net loss widen to mln euro mln for the first quarter of fiscal - end octob from euro mln for the same period of fiscal -,negative
1828,long gpro for a brealout trade,positive
1829,the term and condit of stock option scheme are avail on the group s websit,neutral
1830,net sale grew in the period to xac million us million from xac million in,positive
1831,oper margin howev slip to from drag down by a poor perform in enterpris solut,negative
1832,trade under the name velta uk a former uponor brand the compani has been uponor s long-term partner in suppli velta-brand system particular for the commerci and industri build sector in the uk and intern,neutral
1833,dolc gabbana has ask the european union to declar marimekko corpor s unikko floral pattern trademark invalid in a continu disput between the two compani,neutral
1834,electron version requir - hour as each copi is custom to the client with digit control and custom watermark,neutral
1835,the contract cover the suppli of temporari heat equip for lkab s new pellet plant in kiruna in northern sweden,neutral
1836,latin america current account for approxim of sale at finnish bss-oss and vas supplier for telecom oper tecnotre compani presid and ceo eero mertano told bnamerica,neutral
1837,oper profit was eur mn up from eur mn,positive
1838,cash flow from oper total eur mn compar to a negat eur mn in the second quarter of,positive
1839,her present posit is the director of stockmann s intern depart store,neutral
1840,junip tumbl on q warn cisco also lower jnpr csco,negative
1841,finnish rautaruukki is sell it precis tube and automot compon process unit carl froh in germani to german arqu industri,neutral
1842,forest certif is a voluntari system aim at promot sustain forest manag in commerci forest,neutral
1843,the product have a low salt and fat content,neutral
1844,updat -sabmil reject ab inbev bln takeov approach,positive
1845,poyri plccompani announc decemb at pm pursuant to poyri plc s stock option program new share of the compani have been subscrib sinc octob with stock option b,neutral
1846,the new unit should becom one of the largest one within the compani,neutral
1847,in this case the effect would be negat in finland,neutral
1848,price and deliveri volum of broadband product decreas signific in,neutral
1849,kndi china electriccar maker china car sale also may feed off tsla momentum run late,positive
1850,accord to boss the present cooper is benefici to all parti howev,positive
1851,cash flow from oper rose to eur mn from eur mn in,positive
1852,fiskar brand report net sale of eur mn up from eur mn,positive
1853,the annual report contain the financi statement the consolid financi statement the report by the board of director and the auditor s report,neutral
1854,cargotec will also move hallberg-ivarsson s servic and instal busi under the same roof with it servic center for kalmar and macgregor solut in gothenburg,neutral
1855,the compani s board of director would propos a dividend of eur per share for,neutral
1856,on the other hand finnish sawmil product has decreas even more,neutral
1857,this new deal has strengthen the partnership from telemig celular and tecnomen which it has start sinc the begin of telemig s prepaid oper,positive
1858,tesco lead leap in ftse mark spencer drop,positive
1859,ssh communic secur corpor is headquart in helsinki finland,neutral
1860,rise cost have forc packag produc huhtamaki to axe job at it hampshir manufactur plant,neutral
1861,the compani design manufactur and market advanc composit product for industri applic and consum good such as cross-countri alpin and nordic walk pole floorbal stick and antenna radom,neutral
1862,unilev s turun sinappi that is made in sweden hold of the market,neutral
1863,thus the group s balanc sheet will have about eur m in goodwil for the compani ad,neutral
1864,vanhanen said the strike would be extrem damag as some particip and report begin to arriv in finland for the one-day eu summit with russian presid vladimir putin in lahti about kilomet mile north of helsinki,neutral
1865,border guard servic has ban the moor of the compani car-ship ferri on it test travel at the railroad-car termin of the russian port as the border checkpoint is not yet readi,negative
1866,financ of the project will come main from china,neutral
1867,the purchas of the oper is part of yit s strategi to expand it offer of build system servic geograph,positive
1868,the finnish govern announc wednesday that it sold a percent stake in chemic and fertil group kemira oyj for xac million us million send the compani s share price up percent,positive
1869,the fair valu of the compani s invest properti went down to eur bn at the end of septemb from eur bn a year earlier,negative
1870,upm-kymmen has generat seventeen consecut quarter of posit cash flow from oper,positive
1871,konecran oyj kcrv fh fell percent to euro the biggest fall sinc june,neutral
1872,capman said the deal s effect on it cash flow for total eur m but the transact would not affect it financi result for as it was execut at fair valu,neutral
1873,vianor sell tire for car and truck as well as a rang of other car part and provid mainten servic,neutral
1874,patrick jeambar will also continu be respons for innov and health safeti and environ hsea function of ahlstrom corpor,neutral
1875,found in strand associ which provid civil environment transport electr and mechan engin servic has employe at offic in wisconsin alabama illinoi indiana kentucki and ohio,neutral
1876,royal mail share price ralli amid posit broker comment,positive
1877,share of standard charter stan rose in the ftse while royal bank of scotland rbs share rose and barclay share barc bcs were up,positive
1878,for the purpos of the possibl acquisit pkc would establish a subsidiari in poland,neutral
1879,it main busi area the glass machineri group of glaston technolog is the global market leader in glass process machin,positive
1880,oper profit fell to eur mn from eur mn in the second quarter of,negative
1881,lithuanian beer maker sold million liter of beer in a rise of per cent from the year-earli figur of million liter,positive
1882,the negoti were carri out in a construct manner and all parti tri to find a solut to the situat,positive
1883,as a result the compani current anticip net sale to increas and the oper result to be posit,positive
1884,the compani confirm it estim for lower revenu for the whole than the year-ago eur m as given in the interim report on august,negative
1885,the compani s model is base on develop contract construct project and custom focus project manag,neutral
1886,the seawind that was en rout from the finnish port of turku to stockholm got stuck in ice alreadi around pm on wednesday and the regal star s journey from the swedish port of kapellskar to paldiski in northwestern estonia was cut short at am on thursday,negative
1887,oper loss amount to eur mn compar to a profit of eur mn in the second quarter of,neutral
1888,finnish scanfil a system supplier and contract manufactur to the communic sector and the electron industri report net sale of eur mn in the first quarter of which are onli a per cent smaller than in the correspond period in,neutral
1889,the sale will result in a capit loss of eurm for solidium which obtain tikkurila share in march,negative
1890,price talk is in the mid-market swap plus bps area and the lead are barclay bnpp ub and cba,neutral
1891,speak to just-drink today a spokesperson for olvi said we have perform veri well in all four countri we oper in - name finland estonia latvia and lithuania,positive
1892,it is plan to set up the a class busi center in the two top storey of the complex,neutral
1893,cnp sell short posit on cnpclose for profit,positive
1894,comment on it time to embrac dividend growth abbv csco wyn,positive
1895,caixabank dos santo agre on plan for bpi angola exposur,positive
1896,affecto will provid a new efi data warehous and report solut behaviour score system support oper decis process and data migrat from old legaci system to the new efi system,neutral
1897,if you need malwar remov tool type the url of your vendor of choic direct into the browser bar and use link on their websit wrote trend micro s rik ferguson on monday,neutral
1898,howev the growth margin slow down due to the financi crisi,negative
1899,increas in the number of share is base on the option right which were grant to the manag of the compani under the stock option plan,neutral
1900,the share subscript period for c option will commenc on septemb and expir on march,neutral
1901,the devic can also be use for theft protect and posit of vehicl boat and other asset,neutral
1902,cohen steer inc share repres of the share capit and vote right,neutral
1903,fastjet slam easyjet founder stelio for go public is take legal advic over letter about contractu,negative
1904,total oper revenu grew by year-on-year to eurm,positive
1905,companiesactelion share hit record on shire takeov talk,positive
1906,due to rapid expans the market share of tallink in term of passeng carriag through tallinna sadam port of tallinn total percent in novemb against percent in novemb,positive
1907,base on strong custom interest and feedback use rpm mobil phone manufactur oper enterpris and develop forum can signific increas their product and servic qualiti user-experi and cost-effici tulonen continu,positive
1908,cramo plc is a servic compani specialis in construct machineri and equip rental and rental-rel servic as well as rental and sale of modular space,neutral
1909,finnish electron contract manufactur scanfil report net sale of eur mn in the second quarter of down from eur mn a year earlier,negative
1910,thus the group s balanc sheet will have about eur m of goodwil the compani ad,neutral
1911,a total of mn passeng ship journey took place in the northern baltic sea in slight down from mn in,negative
1912,among the scandinavian compani present in st petersburg is also name the swedish concern ncc which implement project in the field of asphalt product road and hous construct project swedish krona,neutral
1913,amzn long into earn look good over,positive
1914,oper loss total eur mn down from a profit of eur mn,negative
1915,updat -pricey beer lift sabmil quarter under sale,positive
1916,oper loss of the pulp paper machineri unit was over eur mn in septemb - august compar to a profit of eur mn a year earlier,neutral
1917,rule set lower limit on potenti fine for bp,negative
1918,major order in india comptel corpor has receiv a signific long-term order for mediat and provis solut be use by a lead oper in india,positive
1919,citrix system inc ctxs posit increas by mizuho… sharestocknew,positive
1920,finnair s tallinn-bas subsidiari aero as carri passeng a declin of on rout between helsinki and the baltic capit and within southern finland,negative
1921,also construct expens have gone up in russia,negative
1922,novemb - finnish offic furnitur maker martela oyj hel mara said today that it will make redund three peopl and other nine will be laid off perman from the compani s offic staff and factori worker,negative
1923,local govern commission of àmñl kurt svensson say he will contact the manag of finnish compani componenta to find out if there are ani altern to the compani s decis to close down it plant in àmñl,neutral
1924,as a result of the share issu the number of the compani s share increas by share and the share capit by a total of eur,neutral
1925,capman has six invest area capman buyout capman technolog capman life scienc capman russia capman public market and capman real estat and each of them has a dedic team and fund,neutral
1926,combin net sale in were million and ebitda was million,neutral
1927,finland-bas stockmann group has close seven franchis sport store nike in russia,neutral
1928,our key geograph market are europ russian feder middle-east south-africa and japan,neutral
1929,in january-novemb the group s sale total eur mn which was a drop of from the same period of,neutral
1930,finnish diversifi hold compani aspo oyj said on septemb that it will sell the finnish tape busi of it kaukomarkkinat unit to local oy telpak ab,neutral
1931,phew! so far good bbri did not break coz i was told that is key support level,positive
1932,uncommon weak snow condit in near everi market have affect our first quarter result chief execut roger talermo said,negative
1933,tsla stock gain steam plus other notabl move from this week,positive
1934,the valu of the order is usd mn,neutral
1935,it will combin and renew the content and function of the current system for fund and onlin servic as well as their mainten,positive
1936,thank to his wide contact network and good knowledg of market and busi environ he will give a great contribut to the further develop of our indian oper tell incap s presid ceo juhani hanninen,positive
1937,the restructur measur will not affect the product of packag print materi,neutral
1938,the serial bond is part of the plan to refin the short-term credit facil,neutral
1939,net cash flow from oper activ was a negat eur mn compar to eur mn in the correspond period in,negative
1940,it is now the lead privat road ambul servic compani in finland,positive
1941,idcc - share total valu of compani after crunch s the g technolog is their diamond in the rough,positive
1942,oper loss land at eurm includ one-off and at eurm exclud one-off,neutral
1943,wft closng higher from here,positive
1944,of the sale price a sale gain of some mln euro mln will be recogn in incap s earn for,positive
1945,adp news - apr - finnish busi inform system develop solteq oyj hel stqv said today it net loss widen to eur usd for the first quarter of from eur for the same peri,neutral
1946,mr lee said he hope that nest s move will pave the way for more collabor project between our two countri,positive
1947,sanoma corpor want a new and better frequenc for the helsinki metropolitan area,neutral
1948,our aim is to understand differ traffic pattern base on the use of each build,neutral
1949,the newli creat posit has been establish to strengthen amer sport manag in strateg plan and execut,positive
1950,finnish airlin finnair is start the temporari layoff of cabin crew in februari,negative
1951,atvi ook pretti bullish for now from a short-term perspect it got a good chanc of mayb slide back to stock invest,positive
1952,the oper profit for grain trade increas to eur mn from eur mn in,positive
1953,export declin by percent to million liter,neutral
1954,koduextra is oper a retail chain of store control by finnish non-food center ky rukax oy and scan-tukka oy,neutral
1955,the uranium found local is natur occur and it make sens to extract it in the same way as we do with our other metal,neutral
1956,the parti have agre not to disclos the transact valu,neutral
1957,elcoteq s electron manufactur servic em busi segment serv custom global in engin manufactur and fulfil servic,neutral
1958,hpq say breakup will cost billion but see save too,negative
1959,enter long lockhe martin lmt at thursday open,positive
1960,sds pick up some speed may call now next week call c,positive
1961,the busi idea of budget sport is to offer custom a wide rang of high-qual sport equip and cloth at low price the compani said,neutral
1962,the joint ventur is plan a quick timet for negoti the leas of the potenti wind farm area and for chart the feasibl of the wind farm,neutral
1963,tallink silja attribut the signific drop to problem with the book system that was taken into oper in octob the sale of trailer ferri sky wind and the rout between stockholm and riga which has won passeng from the helsinki-stockholm rout,negative
1964,profit for the period was eur mn down from eur mn in,negative
1965,the compani s share is list in the mid cap segment of the nasdaq omx helsinki,neutral
1966,net incom from life insur doubl to eur mn from eur mn and net incom from non-lif insur rose to eur mn from eur mn in the correspond period in,positive
1967,longpo tsla break-out thru - dma - upper head res - short squeez in progress nr term obj stop loss,positive
1968,tsla not dip - test the day ma,positive
1969,cablevis system corp cvc their madison squar garden divis own and oper the new york knickerbock basketbal team they also own the madison squar garden arena the new york ranger hockey team the new york liberti women s basketbal team and the hartford wolf pack hockey team,neutral
1970,product at the plant will be base on nest oil s proprietari technolog that can use a flexibl input of ani veget oil or anim fat,neutral
1971,as a part of the eseri busi promis the nokia e has been equip with a varieti of email solut in a small and stylis packag said dave grannan general manag enterpris solut nokia,neutral
1972,ilmn piper jeffri rais pt i remain long,positive
1973,pierrul siri long!!,positive
1974,the e-commerc site and flagship will be manag by marimekko north america retail llc a subsidiari establish in the us last year,neutral
1975,boomerang boat had net sale of eur mn and it made an oper profit of eur mn in,neutral
1976,the shipyard hope the region govern in andalusia can offer it some form of financi support,neutral
1977,cent the profil contain busi oper the compani histori major product and servic prospect key competitor structur and key employe locat and subsidiari,neutral
1978,skh long setup watch for continu and volum expans here hot sector,positive
1979,follow the demerg the vice presid of the group s pharmaceut trade in finland jukka niemi will be appoint manag director of oriola in addit to his current respons,neutral
1980,deliveri is expect to take place later this month,neutral
1981,incap corpor stock exchang announc april at pm invit to a news confer on incap s interim report q- incap will publish it interim report for january-march on wednesday may,neutral
1982,two other site will be includ later on,neutral
1983,in the spring a total of stock option b were annul,neutral
1984,the launch of the plant in june went well and it has been produc the advanc fuel for a coupl of week,positive
1985,joerazorback this time i think aapl will miss again general speak market is near top when everyon think that market goe onli up,negative
1986,nyse owner ice consid offer for lse,positive
1987,adpnew - jul - finland-bas steel maker rautaruukki oyj ruukki hel rtrks said today it slip to a net loss of eur million usd m for the first half of from a net profit of eur,negative
1988,there s the issu of thiev steal them from build site said mr smith,neutral
1989,it is necessari to strengthen the compani s oper howev,neutral
1990,le lay succeed walter gnter and will be base in finland,neutral
1991,espn file lawsuit against verizon - vz,negative
1992,profit befor tax amount to eur mn down from eur mn a year ago,neutral
1993,bavaria industriekapit ag s revenu were eur million with an ebitda of eur million,neutral
1994,the price will be specifi at the complet date,neutral
1995,ethanol would be made from barley and product could start in,neutral
1996,sale in finland decreas by and intern sale decreas by in term of euro and by in term of local currenc,negative
1997,the expans aim to attract new custom both in finland and abroad,positive
1998,the order consist of capac expans mainten servic and new charg function the compani said,neutral
1999,the layoff talk were first announc in august,neutral
2000,vxx start to creep up while spi sit near hod,positive
2001,and when it has lift the veil on the various type of custom for which it design it phone the result is social stereotyp taken to a fine art,neutral
2002,by implement the softwar the finnish armi aim to unifi and improv it oper in these applic area qpr softwar state,positive
2003,each year person entertain play a more signific role in determin whether a fit facil s workout experi is pleasur or a chore said brian wilson director of market for precor s entertain servic divis,neutral
2004,wac trade continu veri nice from yesterday almost up from yesterday entri deal price tonight look veri strong here spi,positive
2005,finland-bas compani lñnnen tehtaat and raisio have decid to dissolv the joint ventur compani zao scandic feed which was establish to start local anim feed busi and feed product in northwest russia,neutral
2006,april - finnish machineri rental compani ramir oyj hel rmrv said today it has acquir the asset of sector player stavebni doprava a mechanizac sdm in the czech republ for an undisclos sum,neutral
2007,accord to capman plc s corpor govern the major of the committe member shall be independ of the compani,neutral
2008,the airlin estim that the cancel of it flight due to the closur of european airspac and the process of recommenc traffic have caus a the compani a loss of eurm includ the cost of strand passeng accommod,negative
2009,bac adsk nflx long this morn,positive
2010,financi statement includ the consolid financi statement of the group the board of director report the auditor report and the corpor govern statement,neutral
2011,the compani is involv in the the sale of financi product includ insur mortgag car and person loan financi brokerag and equip financ leas,neutral
2012,the broker has initi both palfing ag and konecran oyj with buy recommend with and eur price target respect,positive
2013,the most import export market are norway germani russia and franc,neutral
2014,in january-septemb oper profit total eur mn,neutral
2015,previous eb deliv a custom solut for lg electron and now is make it commerci avail for other mobil termin vendor as well as to wireless oper,positive
2016,tekla group s net sale for were approxim million euro,neutral
2017,at the same time the market for autom liquid handl devic is alreadi larger than that for pipett accord to biohit,neutral
2018,okmet revis it financi outlook base on it order book,neutral
2019,the bond with a matur of five year is part of the bank s domest bond program,neutral
2020,in the fourth quarter of net sale decreas to eur mn from eur mn in the fourth quarter of,negative
2021,the onlin ice chart show no ice in the area of estonia s sea port on the coast of the gulf of finland,neutral
2022,the money will be spent on strengthen the compani s competit in the sphere of sawmil product and increas the volum of wood deliv for process in russia the releas say,positive
2023,the liquid handl segment offer laboratori equip and accessori includ mechan and electron pipett and dispos tip use in the research institut univers and hospit as well as in the pharmaceut food and other industri under the biohit brand,neutral
2024,we are delight to welcom elisa to our board of director said garri mcguir ceo of rmg network,positive
2025,ab inbev offer sabmil billion breakup fee,positive
2026,synergi benefit will start to materialis in the second quarter,positive
2027,pioneer librari system was one of librari municip art cultur and higher educ and scienc organ to have been award grant to particip in the big read the largest feder read program in us histori,positive
2028,conagra name former hillshir farm ceo connolli to top post,positive
2029,finnish depart store group stockmann is plan to acquir about eur mn through a direct issu and a right offer,neutral
2030,the citi will invit howev a public procur tender for the tailor-mad public furnitur such as park bench litter receptacl public toilet as well as bus shelter street light and other,neutral
2031,our decis and resolv on meego is onli stronger she continu,positive
2032,accord to olvi the compani is alreadi negoti new agreement,neutral
2033,- provid summari of the medic equip pipelin product that the compani is develop,neutral
2034,tallink silja attribut the signific drop to problem with the book system that was taken into oper in octob the sale of trailer ferri sky wind and the rout between stockholm and riga which has won passeng from the helsinki-stockholm rout,neutral
2035,in july-septemb konecran sale decreas to eur mn from eur mn in july-septemb,neutral
2036,section region news - the demand in finnair s asian traffic measur in passeng kilomet was up in august compar to last year,positive
